station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
3,7/10/2013,102,78,90,67,74,0,25, ,0,0,29.21,29.91,2.2,23,5.6
4,7/10/2013,102,76,89,68,74,0,24, ,0,0,29.32,29.99,3.4,18,5.5
6,7/10/2013,100,71,86,69,75,0,21, ,0,0,29.47,29.99,6.3,19,7
7,7/10/2013,103,76,90,62,71,0,25,VCTS,0,0.00001,28.6,29.93,5.6,20,8.4
8,7/10/2013,101,76,89,74,78,0,24,BR,0,0,29.67,30.6221103,4.6,17,4.8
9,7/10/2013,80,63,72,56,62,0,7, ,0,0,29.27,30,8.6,33,8.9
10,7/10/2013,90,77,84,71,75,0,19, ,0,0,30.03,30.05,7.8,14,8.7
11,7/10/2013,90,70,80,71,74,0,15, ,0,0,30.02,30.06,4.2,14,5.1
12,7/10/2013,90,71,81,71,74,0,16, ,0,0,30.02,30.06,4.7,14,5.7
13,7/10/2013,89,59,74,50,59,0,9,TSRA,0,0.01,24.37,29.99,5.6,17,11
14,7/10/2013,103,76,90,65,72,0,25, ,0,0,28.59,29.93,4.4,20,7.5
15,7/10/2013,77,64,71,68,68,0,6,RA FG BR HZ VCTS,0,0.24,29.56,29.9,3.4,14,3.7
16,7/10/2013,85,66,76,69,70,0,11,RA FG+ FG BR HZ,0,0.00001,29.82,29.89,4.9,17,6.8
17,7/10/2013,100,75,88,69,74,0,23, ,0,0,29.27,29.96,1.7,22,2.6
18,7/10/2013,103,84,94,65,74,0,29, ,0,0,29.46,29.96,7.1,18,8
19,7/10/2013,80,68,74,61,67,0,9, ,0,0,29.18,29.91,9.1,31,9.7
20,7/10/2013,102,81,92,65,74,0,27, ,0,0,29.26,29.96,3.7,18,5.8
1,7/11/2013,84,71,78,70,72,0,13,RA BR,0,0.06,29.67,29.85,2.7,24,4.7
2,7/11/2013,79,69,74,68,70,0,9,RA BR,0,0.2,28.79,29.87,5.6,27,8.2
3,7/11/2013,102,76,89,70,75,0,24, ,0,0,29.21,29.91,4.8,9,7.6
4,7/11/2013,102,76,89,66,73,0,24, ,0,0,29.26,29.92,3.1,18,4.6
6,7/11/2013,100,73,87,67,74,0,22, ,0,0,29.41,29.92,6.3,19,7.2
7,7/11/2013,97,77,87,65,72,0,22, ,0,0,28.59,29.91,5.4,11,9.3
8,7/11/2013,100,76,88,72,77,0,23, ,0,0,29.6,30.549864,6.1,18,6.4
9,7/11/2013,84,61,73,59,65,0,8,BR HZ,0,0,29.28,30.04,5.4,16,5.6
10,7/11/2013,92,74,83,72,75,0,18,TSRA BR,0,0.19,29.95,29.96,7.4,18,9
11,7/11/2013,92,72,82,73,75,0,17, ,0,2.12,29.93,29.97,5,18,6.1
12,7/11/2013,93,75,84,71,75,0,19,RA,0,0.00001,29.93,29.97,4.7,18,6.4
13,7/11/2013,97,61,79,51,61,0,14,TS TSRA,0,0.02,24.26,29.84,9.7,18,12
14,7/11/2013,100,76,88,68,74,0,23, ,0,0,28.58,29.91,6.4,9,9
15,7/11/2013,83,66,75,68,70,0,10,RA FG+ BR,0,0.00001,29.44,29.84,1.7,33,3.2
16,7/11/2013,82,70,76,71,72,0,11,RA BR,0,0.15,29.7,29.82,2.5,24,4.7
17,7/11/2013,101,75,88,73,76,0,23,TS,0,0.00001,29.28,29.95,1.4,7,2.7
18,7/11/2013,105,82,94,68,75,0,29,TS,0,0.00001,29.41,29.91,4.5,16,7.2
19,7/11/2013,79,61,70,55,61,0,5, ,0,0,29.35,30.08,4,2,5.9
20,7/11/2013,101,77,89,69,75,0,24, ,0,0,29.21,29.91,3,16,6.7
1,7/12/2013,78,66,72,57,63,0,7, ,0,0,29.93,30.13,8,5,8.7
2,7/12/2013,74,65,70,57,62,0,5, ,0,0.00001,29,30.11,9.2,5,9.7
3,7/12/2013,97,74,86,70,75,0,21, ,0,0,29.23,29.92,8.8,15,9.2
4,7/12/2013,103,75,89,64,73,0,24, ,0,0,29.23,29.89,1.6,16,4.7
6,7/12/2013,102,72,87,66,73,0,22, ,0,0,29.39,29.89,4.8,17,5.7
7,7/12/2013,98,75,87,65,72,0,22, ,0,0,28.59,29.9,11,15,11.5
8,7/12/2013,102,76,89,73,78,0,24,BR,0,0,29.56,30.5085804,3.8,18,5.7
9,7/12/2013,88,68,78,60,67,0,13, ,0,0,29.21,29.96,13.6,16,13.7
10,7/12/2013,86,75,81,73,74,0,16,RA VCTS,0,0.02,29.89,29.92,6.5,19,7.5
11,7/12/2013,88,73,81,M,M,0,16,TSRA,0,0.00001,29.88,29.90988,M,M,4.1
12,7/12/2013,91,76,84,72,75,0,19,TSRA RA,0,0.01,29.87,29.92,4,21,4.9
13,7/12/2013,91,63,77,52,61,0,12,TS,0,0.01,24.27,29.84,2.6,36,6.9
14,7/12/2013,99,72,86,67,74,0,21,RA,0,0,28.58,29.91,9.1,14,9.2
15,7/12/2013,81,61,71,59,64,0,6, ,0,0,29.72,30.12,1.7,10,3.4
16,7/12/2013,75,64,70,58,63,0,5, ,0,0,29.96,30.09,7.8,4,8.4
17,7/12/2013,98,73,86,71,75,0,21, ,0,0,29.29,29.97,5.1,15,5.4
18,7/12/2013,102,79,91,67,75,0,26, ,0,0,29.4,29.9,6.9,11,7.8
19,7/12/2013,78,56,67,57,62,0,2, ,0,0,29.38,30.12,3.1,11,4.2
20,7/12/2013,102,74,88,68,74,0,23, ,0,0,29.21,29.9,5.6,10,6.6
1,7/13/2013,81,65,73,63,66,0,8, ,0,0,30.13,30.3,2.9,7,4.3
2,7/13/2013,72,61,67,65,66,0,2,RA FG+ BR,0,0.09,29.2,30.3,3.1,7,5.1
3,7/13/2013,96,75,86,65,72,0,21,RA,0,0.03,29.23,29.93,8.2,15,9.2
4,7/13/2013,105,76,91,61,71,0,26, ,0,0,29.21,29.87,0.7,12,3.1
6,7/13/2013,104,70,87,63,72,0,22, ,0,0,29.36,29.87,2.3,13,4.3
7,7/13/2013,98,78,88,65,72,0,23,HZ,0,0,28.58,29.9,12.9,16,13.4
8,7/13/2013,104,76,90,70,76,0,25,RA,0,0,29.54,30.4879386,2,17,3.3
9,7/13/2013,79,65,72,63,67,0,7,TSRA RA BR VCTS,0,1.01,29.28,30.01,10.1,15,10.4
10,7/13/2013,86,71,79,72,73,0,14,TSRA RA BR,0,1.39,29.91,29.96,3.3,17,6.4
11,7/13/2013,86,71,79,72,74,0,14,TSRA BR,0,1.92,29.91,29.96,1.1,13,3.5
12,7/13/2013,89,73,81,71,74,0,16,TSRA,0,0.25,29.9,29.97,3.5,14,4.2
13,7/13/2013,92,62,77,56,62,0,12,BCFG,0,0.11,24.36,29.96,0.8,28,7.4
14,7/13/2013,99,76,88,67,73,0,23, ,0,0,28.58,29.91,9.6,16,10.4
15,7/13/2013,81,58,70,62,65,0,5, ,0,0,29.91,30.29,1.4,15,2
16,7/13/2013,78,64,71,64,66,0,6, ,0,0,30.16,30.27,2.7,12,3.8
17,7/13/2013,97,75,86,66,72,0,21,RA,0,0.03,29.29,29.97,6.4,15,7
18,7/13/2013,102,82,92,64,73,0,27, ,0,0,29.41,29.91,9.5,11,10.1
19,7/13/2013,81,60,71,60,65,0,6, ,0,0,29.41,30.15,4.5,12,5.2
20,7/13/2013,101,78,90,65,73,0,25, ,0,0,29.21,29.9,8,10,9.2
1,7/14/2013,90,70,80,69,73,0,15,FG+ FG BR,0,0.00001,30.11,30.26,0.6,25,3.4
2,7/14/2013,86,70,78,69,72,0,13, ,0,0,29.21,30.28,6.5,28,6.8
3,7/14/2013,90,71,81,62,68,0,16,TS TSRA VCTS,0,0.00001,29.26,29.95,3.7,16,7
4,7/14/2013,98,74,86,65,71,0,21, ,0,0.00001,29.21,29.86,1.6,8,4.6
6,7/14/2013,97,74,86,66,72,0,21,RA,0,0.00001,29.36,29.86,4.5,11,8.4
7,7/14/2013,86,65,76,63,65,0,11,TSRA RA BR,0,1.72,28.65,29.97,5.8,16,8.1
8,7/14/2013,97,76,87,73,76,0,22,RA DZ VCTS,0,0.05,29.54,30.4879386,2.1,17,4
9,7/14/2013,85,70,78,65,69,0,13, ,0,0.00001,29.38,30.12,6.5,15,6.6
10,7/14/2013,86,72,79,71,74,0,14, ,0,0.00001,30.03,30.07,8.3,12,9.1
11,7/14/2013,86,70,78,71,73,0,13, ,0,0.00001,30.03,30.08,5.1,11,5.6
12,7/14/2013,87,73,80,71,74,0,15, ,0,0.00001,30.02,30.08,5.1,13,5.4
13,7/14/2013,80,58,69,58,62,0,4,TS TSRA,0,0.19,24.41,30.06,3.4,34,8.4
14,7/14/2013,84,66,75,64,66,0,10,TSRA RA BR,0,1.73,28.63,29.97,5.2,16,7
15,7/14/2013,89,65,77,68,71,0,12,FG+ BR,0,0,29.88,30.25,1.4,30,3
16,7/14/2013,90,68,79,70,72,0,14,FG BR,0,0,30.13,30.23,0.3,23,3.7
17,7/14/2013,89,69,79,64,69,0,14, ,0,0.01,29.32,30,1.6,17,2.8
18,7/14/2013,83,72,78,65,69,0,13,RA BR,0,0.27,29.44,29.94,1.7,4,5.5
19,7/14/2013,84,66,75,66,70,0,10, ,0,0,29.47,30.2,4.5,12,4.7
20,7/14/2013,80,69,75,66,68,0,10,RA BR,0,0.37,29.24,29.94,1.5,3,4.2
1,7/15/2013,91,71,81,69,73,0,16, ,0,0,30.01,30.16,1.8,31,2.5
2,7/15/2013,88,71,80,68,72,0,15, ,0,0,29.12,30.19,7.7,31,8.3
3,7/15/2013,83,66,75,65,68,0,10,TS TSRA RA BR,0,0.35,29.38,30.08,1.9,17,8.3
4,7/15/2013,78,70,74,70,71,0,9,RA BR,0,0.51,29.29,29.96,0.6,3,3.5
6,7/15/2013,83,71,77,71,72,0,12,RA DZ BR,0,0.31,29.45,29.94,5.9,7,7.1
7,7/15/2013,77,64,71,63,65,0,6,RA FG BR,0,1.19,28.72,30.06,3.6,11,7.9
8,7/15/2013,90,73,82,74,75,0,17,RA VCTS,0,0.84,29.6,30.549864,3.6,11,4.2
9,7/15/2013,88,68,78,67,71,0,13,BR,0,0,29.44,30.18,5.2,16,5.5
10,7/15/2013,87,76,82,74,76,0,17,TS RA BR,0,0.15,30.1,30.13,8.9,7,10.3
11,7/15/2013,87,71,79,73,75,0,14,TSRA RA BR,0,0.2,30.1,30.15,7.8,8,9.1
12,7/15/2013,88,73,81,73,76,0,16, ,0,0.14,30.09,30.14,7.5,9,8.1
13,7/15/2013,75,60,68,55,60,0,3,TSRA,0,0.02,24.39,30.06,9.5,17,9.8
14,7/15/2013,78,65,72,64,66,0,7,RA BR,0,1.53,28.71,30.05,3.8,9,8.8
15,7/15/2013,93,65,79,67,71,0,14, ,0,0,29.79,30.16,3.7,30,4
16,7/15/2013,88,70,79,69,72,0,14, ,0,0.00001,30.03,30.12,0.7,16,2.9
17,7/15/2013,79,65,72,66,68,0,7,RA BR VCTS,0,0.46,29.44,30.12,2.2,15,4.4
18,7/15/2013,75,68,72,68,70,0,7,RA BR HZ,0,0.82,29.52,30.02,2.9,10,4.2
19,7/15/2013,85,71,78,71,73,0,13,BR,0,0,29.51,30.25,3.6,10,4.5
20,7/15/2013,75,67,71,68,69,0,6,RA BR,0,0.85,29.33,30.02,4.5,10,5.2
1,7/16/2013,93,70,82,66,71,0,17, ,0,0,29.98,30.15,1.5,34,3.1
2,7/16/2013,90,72,81,64,70,0,16, ,0,0,29.09,30.17,6.8,35,7.4
3,7/16/2013,91,71,81,68,72,0,16,RA BR,0,0.06,29.47,30.17,4.5,11,5.4
4,7/16/2013,94,72,83,70,73,0,18,TS BR,0,0,29.38,30.04,1.9,11,4.7
6,7/16/2013,95,71,83,70,73,0,18, ,0,0,29.54,30.03,6.6,10,8.2
7,7/16/2013,87,68,78,M,M,0,13,TSRA RA BR HZ,0,0.59,28.82,30.2125824,M,M,8.3
8,7/16/2013,93,76,85,73,76,0,20,RA VCTS,0,0.01,29.7,30.653073,4.5,11,5
9,7/16/2013,91,73,82,70,74,0,17,BR,0,0,29.43,30.18,6.5,21,7.6
10,7/16/2013,88,77,83,73,76,0,18, ,0,0.00001,30.16,30.18,9.8,7,10.1
11,7/16/2013,87,74,81,74,76,0,16,TS,0,0,30.16,30.2,7.4,7,7.8
12,7/16/2013,88,78,83,73,76,0,18, ,0,0,30.14,30.19,7.5,8,7.8
13,7/16/2013,80,55,68,48,56,0,3, ,0,0,24.4,30.07,13.5,16,14.1
14,7/16/2013,88,70,79,68,71,0,14,TS TSRA RA BR,0,0.91,28.82,30.16,7.3,12,8.1
15,7/16/2013,92,64,78,67,71,0,13, ,0,0,29.77,30.14,4.1,32,4.5
16,7/16/2013,92,68,80,67,71,0,15, ,0,0,30,30.11,1.1,31,4.1
17,7/16/2013,91,69,80,69,72,0,15,RA BR,0,0.03,29.53,30.21,4.1,12,4.5
18,7/16/2013,91,73,82,70,73,0,17,TS TSRA RA BR,0,0.68,29.62,30.11,6.5,11,6.9
19,7/16/2013,93,75,84,73,76,0,19,BR,0,0,29.51,30.24,6.1,22,6.8
20,7/16/2013,90,71,81,70,73,0,16,RA BR,0,0.16,29.42,30.1,6.5,10,7
1,7/17/2013,94,71,83,68,73,0,18, ,0,0,29.96,30.1,4.2,23,4.5
2,7/17/2013,90,72,81,67,72,0,16, ,0,0,29.08,30.13,6.2,26,7.4
3,7/17/2013,95,72,84,68,73,0,19, ,0,0,29.49,30.2,4.9,14,6.2
4,7/17/2013,92,73,83,71,73,0,18,TSRA RA BR,0,1.5,29.45,30.12,1.3,11,2.4
6,7/17/2013,92,72,82,71,73,0,17,TSRA RA BR HZ,0,0.65,29.6,30.11,4.6,9,6.2
7,7/17/2013,M,M,M,68,M,M,M,RA BR HZ VCTS,M,0.18,28.84,30.2335488,3.3,12,5.5
8,7/17/2013,93,76,85,74,76,0,20,VCTS,0,0.78,29.77,30.7253193,2.3,10,3.1
9,7/17/2013,92,74,83,70,74,0,18, ,0,0,29.41,30.17,4.8,22,5.8
10,7/17/2013,89,78,84,72,75,0,19, ,0,0,30.14,30.16,8,8,9
11,7/17/2013,88,72,80,72,75,0,15, ,0,0,30.14,30.17,4.9,8,5.7
12,7/17/2013,89,75,82,73,76,0,17, ,0,0.00001,30.13,30.17,5,8,5.5
13,7/17/2013,86,58,72,49,59,0,7, ,0,0,24.4,30.05,15.1,17,15.3
14,7/17/2013,89,71,80,70,73,0,15,TS TSRA,0,0.18,28.85,30.2,3.8,12,5.1
15,7/17/2013,94,66,80,68,72,0,15,BR,0,0,29.73,30.09,2.7,24,3.6
16,7/17/2013,88,68,78,70,73,0,13, ,0,0,29.98,30.07,4.5,18,6.1
17,7/17/2013,94,71,83,70,74,0,18, ,0,0,29.55,30.24,3,14,4
18,7/17/2013,93,73,83,70,73,0,18,RA,0,0.04,29.66,30.16,5,11,6.1
19,7/17/2013,95,79,87,72,76,0,22, ,0,0,29.47,30.21,7.1,25,7.8
20,7/17/2013,92,71,82,71,73,0,17, ,0,0.19,29.46,30.16,5.2,11,5.7
1,7/18/2013,91,75,83,69,73,0,18, ,0,0,29.84,29.99,1.2,11,4.1
2,7/18/2013,91,74,83,69,73,0,18, ,0,0,28.95,30.01,7.3,27,8.1
3,7/18/2013,96,73,85,68,74,0,20, ,0,0,29.36,30.08,2.3,23,3.5
4,7/18/2013,95,73,84,69,73,0,19, ,0,0,29.39,30.07,0.7,16,2.4
6,7/18/2013,95,72,84,70,73,0,19, ,0,0,29.55,30.07,1.6,12,4.4
7,7/18/2013,91,71,81,66,71,0,16,BR HZ,0,0.00001,28.74,30.1,6.6,20,6.9
8,7/18/2013,96,76,86,73,76,0,21,RA,0,0.15,29.72,30.6737148,2.2,14,3.3
9,7/18/2013,93,75,84,69,74,0,19, ,0,0,29.13,29.91,10.9,22,11.6
10,7/18/2013,88,77,83,72,75,0,18, ,0,0,30.09,30.11,5.8,11,6.9
11,7/18/2013,89,71,80,72,74,0,15, ,0,0,30.08,30.11,3.1,9,4.4
12,7/18/2013,90,73,82,71,74,0,17,RA,0,0.00001,30.08,30.11,4.2,10,4.3
13,7/18/2013,92,61,77,49,60,0,12, ,0,0,24.37,29.97,7.4,33,10.9
14,7/18/2013,91,72,82,69,73,0,17, ,0,0,28.74,30.1,5.5,18,5.9
15,7/18/2013,93,69,81,70,73,0,16,BR VCTS,0,1.28,29.62,29.98,1.1,36,3.9
16,7/18/2013,88,72,80,70,73,0,15, ,0,0,29.86,29.95,1.3,12,6.4
17,7/18/2013,96,72,84,70,75,0,19, ,0,0,29.42,30.12,1.2,22,2
18,7/18/2013,95,74,85,69,74,0,20, ,0,0,29.57,30.09,1.4,14,2.8
19,7/18/2013,95,79,87,71,76,0,22, ,0,0,29.26,30.02,9.9,24,10.3
20,7/18/2013,93,71,82,70,74,0,17,RA,0,0.01,29.38,30.09,1.2,14,2
1,7/19/2013,97,74,86,71,76,0,21, ,0,0,29.67,29.81,9.5,23,10
2,7/19/2013,93,74,84,72,75,0,19,HZ,0,0,28.82,29.85,12.8,24,13.3
3,7/19/2013,98,74,86,68,74,0,21,TS,0,0,29.23,29.95,5,20,6.9
4,7/19/2013,96,72,84,68,73,0,19, ,0,0,29.31,29.99,1.8,13,3.4
6,7/19/2013,96,69,83,69,73,0,18, ,0,0,29.46,29.98,2.8,14,4
7,7/19/2013,93,71,82,65,71,0,17,HZ,0,0.00001,28.61,29.96,7.9,20,8.4
8,7/19/2013,97,74,86,72,75,0,21,TS BR VCTS,0,0,29.65,30.6014685,2.7,11,3.3
9,7/19/2013,85,73,79,63,69,0,14,TSRA,0,0.00001,29.07,29.81,10.3,28,12
10,7/19/2013,89,75,82,71,74,0,17, ,0,0.56,30.06,30.09,7.6,19,8.3
11,7/19/2013,89,73,81,72,74,0,16, ,0,0.1,30.06,30.09,4.5,20,5.4
12,7/19/2013,92,74,83,70,74,0,18,RA,0,0.00001,30.05,30.09808,5.7,21,6.2
13,7/19/2013,83,62,73,53,60,0,8, ,0,0,24.38,30.01,2,3,7.6
14,7/19/2013,94,71,83,67,72,0,18, ,0,0,28.61,29.96,5.3,19,6.3
15,7/19/2013,95,69,82,72,75,0,17,FG+ FG BR VCTS,0,0.24,29.44,29.79,5.9,22,6
16,7/19/2013,96,71,84,72,76,0,19, ,0,0,29.7,29.78,8.8,24,9.2
17,7/19/2013,98,72,85,70,74,0,20, ,0,0,29.29,29.99,3.1,21,3.7
18,7/19/2013,96,77,87,70,74,0,22,TSRA RA,0,0.02,29.47,29.98,4.7,14,6.9
19,7/19/2013,94,79,87,69,75,0,22, ,0,0.00001,29.04,29.78,14.1,25,14.8
20,7/19/2013,95,75,85,70,74,0,20, ,0,0.00001,29.28,29.98,4.1,15,7.1
1,7/20/2013,93,74,84,68,73,0,19,HZ,0,0,29.55,29.72,7.2,25,8.1
2,7/20/2013,88,69,79,70,73,0,14,RA BR HZ,0,0.15,28.69,29.76,10.1,26,10.6
3,7/20/2013,98,75,87,68,74,0,22,TS RA,0,0.00001,29.16,29.87,7.5,17,9.7
4,7/20/2013,96,75,86,70,74,0,21,RA,0,0.04,29.24,29.91,1,16,3.3
6,7/20/2013,94,71,83,70,73,0,18, ,0,0,29.39,29.91,4.5,17,5.8
7,7/20/2013,94,73,84,67,72,0,19,HZ,0,0,28.53,29.87,10.2,19,10.5
8,7/20/2013,97,76,87,73,76,0,22,BR VCTS,0,0,29.58,30.5292222,3.6,14,4.2
9,7/20/2013,81,66,74,59,65,0,9, ,0,0.00001,29.16,29.9,3.8,2,6.3
10,7/20/2013,87,74,81,71,73,0,16,RA,0,0.11,30.05,30.07,6.1,19,7.4
11,7/20/2013,88,71,80,71,73,0,15,RA BR,0,0.55,30.04,30.07,3.9,20,4.4
12,7/20/2013,91,74,83,71,73,0,18,RA,0,0.54,30.03,30.07,3.3,22,4.6
13,7/20/2013,92,58,75,50,60,0,10, ,0,0,24.26,29.87,2.7,10,7.3
14,7/20/2013,95,72,84,69,74,0,19, ,0,0,28.53,29.87,6.8,18,7.5
15,7/20/2013,89,64,77,67,70,0,12, ,0,0.01,29.34,29.712618,4.3,27,4
16,7/20/2013,93,72,83,71,75,0,18,RA HZ,0,0.05,29.58,29.68,6.7,25,7.2
17,7/20/2013,98,71,85,69,74,0,20, ,0,0,29.23,29.91,4.2,18,5.6
18,7/20/2013,95,76,86,70,74,0,21,TSRA,0,0.16,29.39,29.9,4.6,17,6
19,7/20/2013,83,67,75,61,66,0,10, ,0,0,29.17,29.89,5.6,2,7.2
20,7/20/2013,96,74,85,70,74,0,20,RA,0,0.00001,29.2,29.9,3.1,17,4.6
1,7/21/2013,82,67,75,62,66,0,10, ,0,0,29.77,29.95,1.7,10,3.4
2,7/21/2013,83,67,75,61,66,0,10, ,0,0,28.86,29.95,3.4,29,4.6
3,7/21/2013,90,70,80,72,74,0,15,TS TSRA RA BR,0,1.76,29.14,29.85,4.2,13,8.4
4,7/21/2013,96,75,86,72,75,0,21, ,0,0,29.24,29.9,4.3,17,5.6
6,7/21/2013,96,72,84,73,75,0,19,RA,0,0.06,29.4,29.9,6.7,18,7.6
7,7/21/2013,95,75,85,67,72,0,20, ,0,0,28.49,29.82,10,19,10.4
8,7/21/2013,M,76,M,M,M,M,M,TS VCTS,0,0.1,29.58,30.5292222,3,17,3.6
9,7/21/2013,81,60,71,60,64,0,6,TSRA RA,0,0.12,29.11,29.87,6.3,12,7.1
10,7/21/2013,91,73,82,73,75,0,17,RA,0,0.08,30.03,30.06,6.5,22,8
11,7/21/2013,89,72,81,73,74,0,16,TSRA RA,0,0.29,30.02,30.06,4.4,23,6.1
12,7/21/2013,93,75,84,71,74,0,19,RA,0,0.03,30.02,30.07,5.2,23,6.3
13,7/21/2013,90,63,77,47,59,0,12, ,0,0,24.21,29.78,3.5,20,10.2
14,7/21/2013,96,74,85,69,74,0,20, ,0,0,28.48,29.82,8.3,19,8.5
15,7/21/2013,81,61,71,63,66,0,6, ,0,0,29.54,29.93,1.5,15,2.1
16,7/21/2013,79,67,73,63,67,0,8,BR,0,0,29.8,29.92,4.2,12,5.6
17,7/21/2013,93,72,83,73,75,0,18,RA BR VCTS,0,0.74,29.2,29.88,3.1,14,6.5
18,7/21/2013,98,76,87,70,75,0,22, ,0,0,29.37,29.87,7.9,19,9
19,7/21/2013,76,64,70,62,65,0,5,TSRA RA BR,0,0.38,29.21,29.94,6.4,9,7.8
20,7/21/2013,97,74,86,70,75,0,21, ,0,0,29.18,29.87,3.9,18,6.2
1,7/22/2013,82,69,76,66,69,0,11,BR,0,0,29.83,29.98,4.7,7,5
2,7/22/2013,82,65,74,66,68,0,9,RA FG BR,0,0.00001,28.9,29.96,3.6,9,4.8
3,7/22/2013,94,79,87,72,76,0,22,TSRA,0,0.06,29.12,29.81,9.7,18,10.9
4,7/22/2013,99,78,89,71,76,0,24, ,0,0,29.26,29.92,5.2,18,7.2
6,7/22/2013,98,77,88,72,76,0,23, ,0,0,29.42,29.92,11.3,18,11.8
7,7/22/2013,96,77,87,68,74,0,22, ,0,0,28.51,29.83,12.2,20,12.8
8,7/22/2013,M,80,M,M,M,M,M, ,0,0,29.6,30.549864,8.8,17,8.9
9,7/22/2013,88,66,77,62,67,0,12, ,0,0,29,29.73,3.5,29,11.4
10,7/22/2013,91,75,83,73,75,0,18,TSRA RA BR,0,0.17,30.05,30.06,9,23,9.3
11,7/22/2013,90,74,82,73,75,0,17,TSRA RA BR,0,0.27,30.03,30.06,7.2,23,7.6
12,7/22/2013,93,76,85,73,76,0,20,RA,0,0.16,30.03,30.06,8.6,24,8.8
13,7/22/2013,95,66,81,38,57,0,16, ,0,0,24.24,29.79,0.9,23,7.2
14,7/22/2013,96,77,87,71,75,0,22, ,0,0,28.51,29.83,10.9,20,11.6
15,7/22/2013,78,63,71,65,66,0,6,RA BR,0,0.03,29.61,29.98,2.2,7,3.2
16,7/22/2013,M,M,M,M,M,M,M,FG+ BR,0,0.01,29.85,29.9535795,M,M,M
17,7/22/2013,96,76,86,73,77,0,21,TSRA VCTS,0,0.13,29.18,29.85,5.1,19,6.3
18,7/22/2013,99,79,89,70,76,0,24, ,0,0,29.39,29.9,9.6,20,10
19,7/22/2013,86,64,75,68,71,0,10,TSRA RA BR,0,0.02,29.04,29.78,4.9,19,6.3
20,7/22/2013,97,78,88,71,76,0,23, ,0,0,29.21,29.89,4.9,18,7.4
1,7/23/2013,79,69,74,69,70,0,9,RA BR VCTS,0,1.63,29.54,29.66,1.6,6,3.3
2,7/23/2013,82,67,75,70,70,0,10,RA FG+ FG BR,0,1.37,28.63,29.66,2.8,26,6.5
3,7/23/2013,100,68,84,72,77,0,19,RA BR,0,0.59,29.11,29.8,4.5,24,9.3
4,7/23/2013,99,78,89,69,75,0,24, ,0,0,29.26,29.92,5.1,18,7.1
6,7/23/2013,99,77,88,70,75,0,23, ,0,0,29.41,29.92,11.4,19,11.7
7,7/23/2013,96,78,87,69,75,0,22, ,0,0.00001,28.49,29.81,12.4,19,12.7
8,7/23/2013,M,M,M,M,M,M,M,HZ,0,0,29.6,30.549864,8.4,19,8.8
9,7/23/2013,76,61,69,52,59,0,4, ,0,0,29.23,29.96,7.2,36,8.3
10,7/23/2013,89,74,82,73,75,0,17,RA,0,0.04,29.96,29.98,10,24,10.6
11,7/23/2013,91,73,82,73,75,0,17, ,0,0.00001,29.95,29.97,8.5,24,9.2
12,7/23/2013,93,76,85,72,75,0,20, ,0,0.05,29.95,29.98,9.4,24,9.8
13,7/23/2013,90,66,78,41,57,0,13, ,0,0,24.32,29.88,1.7,1,6.5
14,7/23/2013,97,76,87,72,76,0,22, ,0,0,28.48,29.82,9.5,19,9.8
15,7/23/2013,77,64,71,66,66,0,6,RA FG+ BR,0,2.4,29.33,29.66,2.4,35,2.9
16,7/23/2013,M,M,M,M,M,M,M,TS RA BR VCTS,0,0,29.56,29.6625732,M,M,M
17,7/23/2013,100,69,85,73,77,0,20,RA BR VCTS,0,0.85,29.18,29.85,2.2,25,5.2
18,7/23/2013,99,82,91,70,76,0,26, ,0,0,29.36,29.88,8.9,20,9.1
19,7/23/2013,76,62,69,57,62,0,4, ,0,0.00001,29.14,29.85,9,2,11.1
20,7/23/2013,98,80,89,70,76,0,24, ,0,0,29.18,29.88,4.1,19,6.7
1,7/24/2013,86,63,75,63,68,0,10,FG BR,0,0,29.54,29.74,4.6,31,6.5
2,7/24/2013,79,62,71,62,66,0,6, ,0,0,28.64,29.75,8.7,30,10.2
3,7/24/2013,90,71,81,69,73,0,16,TSRA RA,0,0.04,29.24,29.93,1.1,4,7.4
4,7/24/2013,97,77,87,70,75,0,22, ,0,0,29.26,29.91,3.1,20,4.4
6,7/24/2013,97,75,86,71,75,0,21, ,0,0,29.41,29.9,7.8,20,8.1
7,7/24/2013,88,65,77,66,70,0,12,RA BR VCTS,0,2.09,28.62,29.94,4.9,12,10.7
8,7/24/2013,97,78,88,75,78,0,23,BR,0,0,29.58,30.5292222,5.5,19,6.1
9,7/24/2013,77,59,68,55,60,0,3, ,0,0,29.26,30.01,3.8,14,4.3
10,7/24/2013,88,73,81,72,74,0,16,RA BR,0,0.17,29.85,29.87,9.7,25,10
11,7/24/2013,88,72,80,72,74,0,15,RA,0,0.01,29.83,29.87,8.9,25,9.3
12,7/24/2013,89,75,82,72,74,0,17,RA,0,0.1,29.83,29.87,9.4,26,9.7
13,7/24/2013,81,59,70,54,61,0,5,TSRA RA,0,0.00001,24.37,29.99,9.5,19,13.3
14,7/24/2013,91,67,79,68,72,0,14,TSRA BR,0,0.72,28.61,29.94,4.8,9,11.1
15,7/24/2013,83,56,70,60,64,0,5,FG+ BR,0,0,29.33,29.75,6.1,32,6.5
16,7/24/2013,M,M,M,M,M,M,M,BR,0,0,29.55,29.6525385,M,M,M
